SEASON_YEAR(축제연도),FEST_NM(축제명),SECTOR_CD(섹터코드),YYYYMMDD(년월일),C_CD(업종코드),GEN_CD(성별코드),AGE_CD(연령대별코드),INFLOW_CD(유입지코드),TIME(시간대),SUM_MONEY(매출_금액합),SUM_COUNT(매출_건수합)
2015,드럼,1,20150806,편의점,M,20대초반이하,11320106,02:점심,23500,9
2015,드럼,1,20150806,편의점,M,20대초반이하,11320106,03:오후,6e3,3
2015,드럼,1,20150806,편의점,M,20대초반이하,11320106,04:저녁,63500,2
2015,드럼,1,20150806,편의점,M,20대후반,11320106,01:오전,23500,10
2015,드럼,1,20150806,편의점,M,20대후반,11320106,04:저녁,71e3,7
2015,드럼,1,20150806,편의점,M,20대후반,11320106,05:늦은저녁,42500,6
2015,드럼,1,20150806,편의점,F,50대초반,11320106,05:늦은저녁,1e4,7
2015,드럼,1,20150806,편의점,F,20대초반이하,11320107,01:오전,91500,5
2015,드럼,1,20150806,편의점,M,20대초반이하,11320107,01:오전,85500,3
2015,드럼,1,20150806,편의점,M,20대초반이하,11320107,04:저녁,87500,9
2015,드럼,1,20150806,편의점,F,20대후반,11320107,02:점심,32500,8
2015,드럼,1,20150806,편의점,M,30대초반,11320107,02:점심,58500,10
2015,드럼,1,20150806,편의점,M,30대초반,11320107,05:늦은저녁,87500,6
2015,드럼,1,20150806,편의점,F,30대후반,11320107,02:점심,53500,8
2015,드럼,1,20150806,편의점,M,30대후반,11320107,01:오전,11e3,2
2015,드럼,1,20150806,편의점,M,40대후반,11320107,04:저녁,26e3,10
2015,드럼,1,20150806,편의점,F,20대초반이하,11320108,01:오전,63e3,4
2015,드럼,1,20150806,편의점,F,20대후반,11320108,02:점심,47e3,5
2015,드럼,1,20150806,편의점,F,30대초반,11320108,04:저녁,48e3,7
2015,드럼,1,20150806,편의점,M,50대후반,11320108,02:점심,63e3,7
2015,드럼,1,20150807,편의점,F,20대초반이하,11320105,03:오후,57500,10
2015,드럼,1,20150807,편의점,F,20대후반,11320105,04:저녁,74e3,3
2015,드럼,1,20150807,편의점,F,30대초반,11320105,03:오후,68e3,1
2015,드럼,1,20150807,편의점,M,30대초반,11320105,01:오전,13e3,3
2015,드럼,1,20150807,편의점,M,40대후반,11320105,04:저녁,26500,5
2015,드럼,1,20150807,편의점,M,20대초반이하,11320106,05:늦은저녁,5500,10
2015,드럼,1,20150807,편의점,M,20대후반,11320106,01:오전,18500,9
2015,드럼,1,20150807,편의점,M,20대후반,11320106,02:점심,88e3,3
2015,드럼,1,20150807,편의점,M,30대초반,11320106,01:오전,29e3,1
2015,드럼,1,20150807,편의점,M,40대초반,11320106,02:점심,97e3,10
2015,드럼,1,20150807,편의점,F,40대후반,11320106,04:저녁,6e4,6
2015,드럼,1,20150807,편의점,F,50대후반,11320106,05:늦은저녁,83500,4
2015,드럼,1,20150807,편의점,F,20대초반이하,11320107,01:오전,9e4,8
2015,드럼,1,20150807,편의점,F,20대초반이하,11320107,03:오후,87500,8
2015,드럼,1,20150807,편의점,M,20대초반이하,11320107,01:오전,82500,8
2015,드럼,1,20150807,편의점,M,20대초반이하,11320107,02:점심,34500,1
2015,드럼,1,20150807,편의점,F,20대후반,11320107,01:오전,91500,3
2015,드럼,1,20150807,편의점,F,20대후반,11320107,02:점심,68500,1
2015,드럼,1,20150807,편의점,M,20대후반,11320107,02:점심,84e3,6
2015,드럼,1,20150807,편의점,F,30대초반,11320107,01:오전,81e3,4
2015,드럼,1,20150807,편의점,F,30대초반,11320107,02:점심,58500,9
2015,드럼,1,20150807,편의점,M,30대초반,11320107,03:오후,77e3,7
2015,드럼,1,20150807,편의점,F,30대후반,11320107,02:점심,99e3,8
2015,드럼,1,20150807,편의점,M,40대초반,11320107,05:늦은저녁,5e4,6
2015,드럼,1,20150807,편의점,F,20대초반이하,11320108,01:오전,58e3,5
2015,드럼,1,20150807,편의점,M,20대초반이하,11320108,03:오후,21e3,3
2015,드럼,1,20150807,편의점,F,20대후반,11320108,01:오전,57500,8
2015,드럼,1,20150807,편의점,F,50대초반,11320108,02:점심,1e4,7
2015,드럼,1,20150808,편의점,F,20대초반이하,11320105,04:저녁,85500,2
2015,드럼,1,20150808,편의점,F,40대후반,11320105,04:저녁,22500,5
2015,드럼,1,20150808,편의점,F,20대초반이하,11320106,01:오전,13e3,5
2015,드럼,1,20150808,편의점,F,30대후반,11320106,03:오후,97e3,9
2015,드럼,1,20150808,편의점,M,20대후반,11320107,03:오후,31500,9
2015,드럼,1,20150808,편의점,F,30대초반,11320107,04:저녁,24500,7
2015,드럼,1,20150808,편의점,M,40대초반,11320107,01:오전,95500,4
2015,드럼,1,20150808,편의점,M,40대후반,11320107,04:저녁,69e3,8
2015,드럼,1,20150809,편의점,M,30대초반,11320105,04:저녁,31500,1
2015,드럼,1,20150809,편의점,M,40대후반,11320105,01:오전,38e3,3
2015,드럼,1,20150809,편의점,M,50대후반,11320105,03:오후,17500,6
2015,드럼,1,20150809,편의점,M,50대후반,11320105,04:저녁,24500,1
2015,드럼,1,20150809,편의점,M,20대후반,11320106,02:점심,40500,3
2015,드럼,1,20150809,편의점,M,20대후반,11320106,03:오후,97500,6
2015,드럼,1,20150809,편의점,F,20대초반이하,11320107,03:오후,23e3,4
2015,드럼,1,20150809,편의점,F,20대후반,11320107,04:저녁,29500,3
2015,드럼,1,20150809,편의점,F,30대후반,11320107,04:저녁,53e3,1
2015,드럼,1,20150809,편의점,M,40대초반,11320107,04:저녁,89500,1
2015,드럼,1,20150809,편의점,M,20대초반이하,11320108,04:저녁,46500,9
2015,드럼,1,20150810,편의점,M,30대초반,11320105,02:점심,83500,4
2015,드럼,1,20150810,편의점,M,30대후반,11320105,01:오전,28e3,10
2015,드럼,1,20150810,편의점,M,20대초반이하,11320106,04:저녁,87e3,1
2015,드럼,1,20150810,편의점,M,20대초반이하,11320106,05:늦은저녁,59500,5
2015,드럼,1,20150810,편의점,M,20대후반,11320106,04:저녁,49500,3
2015,드럼,1,20150810,편의점,M,20대후반,11320106,05:늦은저녁,18500,5
2015,드럼,1,20150810,편의점,F,40대초반,11320106,04:저녁,49e3,4
2015,드럼,1,20150810,편의점,M,40대초반,11320106,02:점심,25e3,4
2015,드럼,1,20150810,편의점,F,20대초반이하,11320107,01:오전,60500,3
2015,드럼,1,20150810,편의점,M,20대초반이하,11320107,01:오전,25e3,3
2015,드럼,1,20150810,편의점,M,20대초반이하,11320107,02:점심,16e3,3
2015,드럼,1,20150810,편의점,M,30대후반,11320107,01:오전,19500,6
2015,드럼,1,20150810,편의점,F,40대초반,11320107,01:오전,23e3,3
2015,드럼,1,20150810,편의점,M,60대이상,11320107,01:오전,5500,1
2015,드럼,1,20150810,편의점,F,20대초반이하,11320108,01:오전,74e3,2
2015,드럼,1,20150810,편의점,F,20대후반,11320108,04:저녁,12500,5
2015,드럼,1,20150810,편의점,F,40대초반,11320108,01:오전,74e3,3
2015,드럼,1,20150810,편의점,M,50대후반,11320108,03:오후,49500,3
2015,드럼,1,20150811,편의점,F,20대후반,11320105,01:오전,13500,8
2015,드럼,1,20150811,편의점,F,30대초반,11320105,02:점심,13500,8
2015,드럼,1,20150811,편의점,M,30대초반,11320105,06:심야,9e4,10
2015,드럼,1,20150811,편의점,F,40대초반,11320105,01:오전,7500,1
2015,드럼,1,20150811,편의점,F,40대후반,11320105,05:늦은저녁,28500,10
2015,드럼,1,20150811,편의점,M,20대후반,11320106,01:오전,64e3,6
2015,드럼,1,20150811,편의점,M,20대후반,11320106,03:오후,44500,7
2015,드럼,1,20150811,편의점,M,20대후반,11320106,04:저녁,88500,3
2015,드럼,1,20150811,편의점,M,30대초반,11320106,01:오전,39500,7
2015,드럼,1,20150811,편의점,M,30대초반,11320106,02:점심,56e3,2
2015,드럼,1,20150811,편의점,F,30대후반,11320106,02:점심,9500,9
2015,드럼,1,20150811,편의점,M,30대후반,11320106,03:오후,40500,4
2015,드럼,1,20150811,편의점,M,40대후반,11320106,03:오후,23500,4
2015,드럼,1,20150811,편의점,F,50대후반,11320106,03:오후,5e4,1
2015,드럼,1,20150811,편의점,F,20대초반이하,11320107,01:오전,28500,1
2015,드럼,1,20150811,편의점,M,20대초반이하,11320107,01:오전,72500,4
